,Title,Artist,Lyrics
131,To Be Kind,Swans,"""To be kind, to be kind\nTo be kind, to be kind\nTo be kind, to be kind\nTo be real, to be new\nTo be sung by a song that's untrue\nThe falling sun, the fallen one\nIn a bed, painted blue, touching you\nListening, just listening\nTo the rain, to the wind, in the field\nTo be kind, to be kind\nTo be lost, in a bed, touching you\nTo be lost, to be lost\nTo be found in the sound of this room\nThere are millions and millions of stars in your eyes\nThere are millions and millions of stars in your eyes\nThere are millions and millions of stars in your eyes\nThere are millions and millions of stars in your eyes5EmbedShare URLCopyEmbedCopy"""
132,Volcano,Swans,"""Your lipstick smear across your face\nNow toss your hair in dirty grace\nPink leather strap on your guitar\nNow spread your legs - how bright you are\nThey all know your name\nCollie, claw your way to fame\n\nThere's a star in her eyes and she knows it\nThere's a star in her mind, yeah, she shows it\nThere's a star in her eyes and she knows it\nA star in her mind, yeah, she shows it\nAnd every evening the sun comes up when she goes down\nYeah, every evening the mud fills up her bridal gown\n\nThe little girl inside of you\nHas made her wish come true\nAnd tonight you take the stage\nYou wear a dress of blood and lace\nYou left a stain where you have kneeled\nBut Collie, you're still invisible\n\nThere's a star in her eyes and she knows it\nThere's a star in her mind, yeah, she shows it\nThere's a star in her eyes and she knows it\nThere's a star in her mind, yeah, she shows it\nAnd every evening the sun comes up when she goes down\nYeah, every evening the mud fills up her bridal gown\nYour lipstick smear across your face\nNow toss your hair in dirty grace\nPink leather, strap on your guitar\nNow spread your legs just like a star\n\nAnd I'd like to eat her breasts and know God\n(There's a star in her eyes)\nAnd I'd like to taste her flesh and grow hard\n(There's a star in her mind)\nAnd I'd like to eat her breasts and grow God\n(There's a star in her eyes)\nAnd I'd like to suck her breath and blow hot\n(There's a star in her mind)\nI'd like to eat her breasts and know God\n(There's a star in her eyes)\nI'd like to taste her flesh and grow God\n(There's a star in her mind)\nI'd like to eat her breasts and grow God\nI'd like to suck her breath and blow hot4EmbedShare URLCopyEmbedCopy"""
133,Stay Here,Swans,"'Be strong\nBe hard\nResist temptation\nStick your hand in your eye\nClose your fist\nResist\nWalk on this line\nLook straight ahead\n\nFlex your muscles\nFlex your muscles\nFlex your muscles\nFlex your muscles\nBe hard\nBe strong\nBe hard\nBe hard\nHard\nHard\n\nAnd come back for more\nAh, come back\nAh, come back\nFlex your muscles\nFlex your muscles\nAh, come back\nBe hard\nBe hard\nFlex your muscles\nFlex your muscles\nCome back\nCome back\nFlex your muscles\nFlex your muscles\nBe hard\nBe hard\nHard\nHard\nHard\nHard\nBe hard\nBe hard\nBe hard\nBe hard\nFlex your muscles\nFlex your muscles\nFlex your muscles\nFlex your muscles6EmbedShare URLCopyEmbedCopy'"
134,The Glowing Man,Swans,"""He's a real go-getter, getter\nHe's a real heart-breaker, breaker\nHe's a real head-splitter, splitter\n\nNO NO NO NO NO NO NO!\nNO NO NO NO NO NO NO!\nNO NO NO NO NO NO NO!\nNO NO NO NO NO NO NO\nNO NO NO NO NO NO NO\nNO NO NO NO NO NO NO!\n\nHe's a real mean keeper, keeper\nHe's a real deep teacher, teacher\n\nNO NO NO NO NO NO NO\nNO NO NO NO NO NO NO\nNO NO NO NO NO NO NO\nNO NO NO NO NO NO NO!\nNO NO NO NO NO NO NO\nNO NO NO NO NO NO YES!\nNO NO NO NO NO NO YES!\nNO NO NO NO NO NO NO\nNO!\n\nJoseph is standing behind my back\nJoseph is digging his hands in my chest\nJoseph is drinking the light in my lung\nJoseph is moving his tongue in my neck\nJoseph is riding a vein in my head\nJoseph is cutting my arm on his bed\nJoseph is making my body fly\nJoseph is making my body fly\nJoseph is making my body fly\nJoseph is making my body fly\nJoseph is me and you are a liar!\nJoseph is me and, ah you are a liar!\nJoseph is me and, ah you are a liar!\nJoseph is me and, ah you are a liar!\n\nI am a glowing man I am\nI am a growing, glowing man\nI am a glowing man I am\nI am a growing, glowing man\nI'm a nothing, nothing man\nI'm a nothing, nothing man\nI'm a growing, glowing man\nI'm a growing, glowing man\nI am a no-no-no-no-nothing man\nI'm a no-no-no-no-nothing man\nWhat is is is is is is is is is is is is is what?\nWhat is is is is is is is is is is is is what?\nWhat is is is is is is is is is is is is what?\nWhat is is is is is is is is is is is is is is is is what?6EmbedShare URLCopyEmbedCopy"""
135,Some Things We Do,Swans,"'We seed, we feel, we need, we fight\nWe seal, we cut, we seek, we love\nWe grow, we take, we eat, we break\nWe hunt, we hurt, we seize, we kneel\nWe heal, we fuck, we pray, we hate\nWe reach, we touch, we lose, we taste\nWe learn, we lie, we wound, we waste\nWe hold, we kill, we love, we veil\nWe crawl, we seek, we fail, we rage\nWe fuck, we come, we love, we work\nWe search, we share, we wound, we keep\nWe blind, we take, we hide, we hold\nWe breathe, we steal, we bind, we build\nWe seed, we fuck, we rage, we weep\nWe betray, we serve, we regret, we learn\nWith tooth and claw, we touch, we teach\nWe fuck, we love, we forget, we regret\nWe love, we love, we love, we love\nWe fuck, we love, we love, we love\nWe love, we love, we love, we love\nWe love, we love\nWe fuck, you fuck2EmbedShare URLCopyEmbedCopy'"
136,Failure,Swans,"'And I, I\'ve been lonely\nAnd I, I\'ve been blind\nAnd I, I\'ve learned nothing\nSo my hands are firmly tied\nTo the sinking lead weight of failure\n\nI\'ve worked hard all my life\nMoney slips through my hands\nMy face in the mirror tells me\nIt\'s no surprise that I am\nPushing the stone up the hill of failure\n\nAnd they tempt me with violence\nAnd they punish me with ideals\nAnd they crush me with an image of my life\nThat\'s nothing but unreal\nExcept on the goddamned slaveship of failure\n\nAnd I\'ll drown here trying\nTo get up for some air\nBut each time I think I breathe\nI\'m laid on with a double share\nOf the punishing burden of failure\nI don\'t deserve to be down here\nBut I\'ll never leave\nAnd I,  I\'ve learned one thing\nYou can\'t escape the beast\nIn the null and void pit of failure\n\nWhen I get my hands on some money\nI\'ll kiss its green skin\nAnd I\'ll ask its dirty face\n""Where the hell have ya been?""\n""I\'m the fuel that fires the engines of failure""\n\nAnd I\'ll be old and broken down\nAnd I\'ll forget who and where I am\nI\'ll be senile or forgotten\nBut I\'ll remember and understand\nYou can bank your hard-earned money on failure\n\nI saw my father crying\nI saw my mother break her hand\nOn a wall that wouldn\'t weep\nBut that certainly held in\nThe mechanical moans of a dying man who was a failure\nMy back hurts me when I bend\n\'Cause I carry a load\nAnd my brain hurts like a knife-hole\n\'Cause I\'ve yet to be shown\nHow to pull myself out from the sucking quicksand of failure\n\nSome people lie in Hell\nMany bastards succeed\nBut I, I\'ve learned nothing\nI can\'t even elegantly bleed\nOut the poison blood of failure4EmbedShare URLCopyEmbedCopy'"
137,A Piece of the Sky,Swans,"""Through a door in the air\nOn a crumbling stair\nIn a clear and rushing vein\nIn a tunnel full of rain\nIn a piece of yellow light\nOn the skin of my eye\nAre you there?\n\nIn the wind of my lung\nIn methane and in love\nIn petroleum plumes\nThere's a floating slice of moon\nIn your tooth and your claw\nAnd your unforgiving jaws\nAre you there?\n\nIn a burning white ship\nIn the taste of her lips\nIn the blood of the swans\nAs the sun fucks the dawn\nIn the mud of the lake\nIn the drunk and the dazed\nAre you there?\nIn the now that is not\nOn a ladder to God\nOn a mountain stripped bare\nWith your hand in my hair\nBehind the face of the sky\nOn a disappearing line\nAre you there?\n\nIn the then that was now\nIn the now that is not\nIn our names we forgot\nIn a thought we just lost\nWe become what we choose\nWe are stumbling fools\nWho are not there\n\nThere's some tangled dirty twine\nIn some idiot's clouded mind\nThere's some wires that won't unwind\nAround the ankles of the blind\nThere's some walls lined with soft lead\nAnd in that room is your bed\nIs that really you?\nAre you in there?\nOn the moon?\nIn the air?\nIn my hand?\nThrown in a fire?4EmbedShare URLCopyEmbedCopy"""
138,Kirsten Supine,Swans,"""May moonlight fall upon your breast\nMay god send wind to lick your lips\nThe river flows beneath your comb\nGranite, pines\nSilver, shine\nGreen velvet throne\nFolding in, folding in\nThe water brings\nThe flower string\nFolding in, folding in\nThe water sings\nThe black horse scream\nMay planets crash\nMay god rain ash\nTo sear our skin\nTo fold us in\nKneeling close\nSeeking hands\nOur blood is warm\nBut what comes next?\n\nI will let it go, I will let it go\nI can't let it go, I can't let it go\nI will let it go, I will let it go\nI can't let it go, I can't let it go\nI won't let it go, I won't let it go\nI will let it go, I will let it go\nI can let it go, I won't let it go\nI will let it go, I can't let it go\nI will let it go, I won't let it go\nI will let it go, I can't let it go8EmbedShare URLCopyEmbedCopy"""
139,Mother of the World,Swans,"'In and out and in and out again\nIn and out and in and out again\n\nAnd where are you now\nO Mother of the world?\nAh we feed from your hands\nAnd we drink from your filth and your oil\nSo send them down\nTo scrape and suck the soil\nKeep us safe inside\nYour damp and rusty coil\n\nIn and out and in and out again\nIn and out and in and out again\nMother sun, mother of senseless things\nMother come, kill time as it begins5EmbedShare URLCopyEmbedCopy'"
140,Venus as a Boy,Björk,"""His wicked sense of humour\nSuggests exciting sex\nHis fingers, they focus on her\nTouches, he's Venus as a boy\n\nHe believes in a beauty\nHe's Venus as a boy\nHe believes in a beauty\nHe believes in a beauty\nHe's Venus as a boy\nHe believes in a beauty\n\nHe's exploring the taste of her\nArousal, so accurate\nHe sets off the beauty in her\nHe's Venus, Venus as a boy\n\n\nHe believes in a beauty\nHe's Venus as a boy\nHe believes in a beauty\nHe believes in a beauty\nHe's Venus as a boy\nHe believes in a beauty\n43EmbedShare URLCopyEmbedCopy"""
141,Pagan Poetry,Björk,"""Pedalling through\nThe dark currents\nI find an accurate copy\nA blueprint of the pleasure in me\n\n(Swirling black lilies totally ripe)\nA secret code carved\nA secret code carved (Swirling black lilies totally ripe)\n\nHe offers a handshake\nCrooked five fingers\nThey form a pattern\nYet to be matched\n\nOn the surface simplicity (Swirling black lilies totally ripe)\nBut the darkest pit in me\nAnd it's pagan poetry (Swirling black lilies totally ripe)\nPagan poetry\n\nMorse coding signals (Signals)\nThey pulsate (They wake me up)\nThey wake me up\n(Pulsate) from my hibernating\nOn the surface simplicity (Swirling black lilies totally ripe)\nBut the darkest pit in me\nAnd it's pagan poetry (Swirling black lilies totally ripe)\nPagan poetry\n(Swirling black lilies totally ripe)\n(Swirling black lilies totally ripe)\n\nI love him, I love him\nI love him, I love him\nI love him, I love him\nI love him, I love him, I\n(She loves him, she loves him)\nThis time (She loves him, she loves him)\nI'm gonna keep it to myself (She loves him, she loves him)\n(She loves him, she loves him)\nThis time (She loves him, she loves him)\nI'm gonna keep me all to myself (She loves him, she loves him)\n(She loves him, she loves him)\n(She loves him, she loves him)\nBut he makes me want to hand myself over (She loves him, she loves him)\n(She loves him, she loves him)\n(She loves him, she loves him)\n(She loves him, she loves him)\nBut he makes me want to hand myself over (She loves him, she loves him)\n(She loves him, she loves him)\n(She loves him, she loves him)\n(She loves him, she loves him)34EmbedShare URLCopyEmbedCopy"""
142,Black Lake,Björk,"""Our love was my womb\nBut our bond has broken\nMy shield is gone\nMy protection is taken\nI am one wound\nMy pulsating body\nSuffering being\n\nMy heart is enormous lake\nBlack with potion\nI am blind\nDrowning in this ocean\n\nMy soul torn apart\nMy spirit is broken\nInto the fabric of all\nHe is woven\n\nYou fear my limitless emotions\nI am bored of your apocalyptic obsessions\nDid I love you too much?\nDevotion bent me broken\nSo I rebelled\nDestroyed the icon\nI did it for love\nI honoured my feelings\nYou betrayed your own heart\nCorrupted that organ\n\nFamily was always\nOur sacred mutual mission\nWhich you abandoned\n\nYou have nothing to give\nYour heart is hollow\nI'm drowned in sorrows\nNo hope in sight of ever recover\nEternal pain and horrors\n\nI am a glowing shiny rocket\nReturning home\nAs I enter the atmosphere\nI burn off layer by layer45EmbedShare URLCopyEmbedCopy"""
143,Stonemilker,Björk,"'A juxtapositioning fate\nFind our mutual coordinates\n\nMoments of clarity are so rare\nI better document this\nAt last the view is fierce\nAll that matters is\n\nWho is open chested\nAnd who has coagulated\nWho can share and\nWho has shut down the chances?\n\nShow me emotional respect, oh respect, oh respect\nAnd I have emotional needs, oh needs, oh ooh\nI wish to synchronize our feelings, our feelings, oh ooh\n\nWhat is it that I have\nThat makes me feel your pain?\nLike milking a stone\nTo get you to say it\nWho is open?\nAnd who has shut up\nAnd if one feels closed\nHow does one stay open?\n\nWe have emotional needs, oh needs, oh needs, oh ooh\nI wish to synchronize our feelings, our feelings, ooh\nOh, show some emotional respect, oh respect, oh ooh\n\nA juxtapositioning fate\nFind our mutual coordinates66EmbedShare URLCopyEmbedCopy'"
144,Hyper-ballad,Björk,"""We live on a mountain\nRight at the top\nThere's a beautiful view\nFrom the top of the mountain\nEvery morning I walk towards the edge\nAnd throw little things off\nLike car parts, bottles and cutlery\nOr whatever I find lying around\n\nIt's become a habit\nA way to start the day\n\nI go through all this\nBefore you wake up\nSo I can feel happier\nTo be safe up here with you\nI go through all this\nBefore you wake up\nSo I can feel happier\nTo be safe up here with you\n\nIt's early morning\nNo one is awake\nI'm back at my cliff\nStill throwing things off\nI listen to the sounds they make\nOn their way down\nI follow with my eyes till they crash\nI imagine what my body would sound like\nSlamming against those rocks\nAnd when it lands\nWill my eyes be closed or open?\n\nI go through all this\nBefore you wake up\nSo I can feel happier\nTo be safe up here with you\nI go through all this\nBefore you wake up\nSo I can feel happier\nTo be safe up here with you\nI go through all this\nBefore you wake up\nSo I can feel happier\nTo be safe up here with you\n\nSafe up here with you\nSafe up here with you\nSafe up here with you\nSafe up here with you\nSafe up here with you\nSafe up here with you\nSafe up here with you\nSafe up here with you46EmbedShare URLCopyEmbedCopy"""
145,Jóga,Björk,"""All these accidents that happen\nFollow the dot\nCoincidence makes sense\nOnly with you\nYou don't have to speak\nI feel\n\nEmotional landscapes\nThey puzzle me\nThe riddle gets solved\nAnd you push me up to\n\nThis state of emergency\nHow beautiful to be\nState of emergency\nIs where I want to be\n\nAll that no one sees\nYou see what's inside of me\nEvery nerve that hurts\nYou heal deep inside of me, ooh\nYou don't have to speak\nI feel\nEmotional landscapes\nThey puzzle me\nConfuse\nCan the riddle get solved?\nAnd you push me up to\n\nThis state of emergency\nHow beautiful to be\nState of emergency\nIs where I want to be\nState of emergency\nHow beautiful to be\n\nEmotional landscapes\nThey puzzle me\nThe riddle gets solved\nAnd you push me up to\n\nThis state of emergency\nHow beautiful to be\nState of emergency\nIs where I want to be\nState of emergency\nHow beautiful to be\nState of emergency\nState of\n(Allt sem hann sér)\n(Allt sem hann sér)\n(Allt sem hann sér)\nState of\n(Allt sem hann sér)\n(Allt sem hann sér)\nHow beautiful\n(Allt sem hann sér)\n(Allt sem hann sér)\nEmergency\n(Allt sem hann sér)\nIs where I want to be\nState of emergency\nHow beautiful to be\nState of emergency\nIs where I want to be\nState of emergency42EmbedShare URLCopyEmbedCopy"""
146,Bachelorette,Björk,"""I'm a fountain of blood\nIn the shape of a girl\nYou're the bird on the brim\nHypnotised by the whirl\nDrink me, make me feel real\nWet your beak in the stream\nGame we're playing is life\nLove's a two way dream\n\nLeave me now, return tonight\nTide will show you the way\nIf you forget my name\nYou will go astray\nLike a killer whale\nTrapped in a bay\n\nI'm a path of cinders\nBurning under your feet\nYou're the one who walks me\nI'm your one-way street\nI'm a whisper in the water\nSecret for you to hear\nYou're the one who grows distant\nWhen I beckon you near\nLeave me now, return tonight\nTide will show you the way\nIf you forget my name\nYou will go astray\nLike a killer whale\nTrapped in a bay\n\nI'm a tree that grows hearts\nOne for each that you take\nYou're the intruder's hand\nI'm the branch that you break34EmbedShare URLCopyEmbedCopy"""
147,Lionsong,Björk,"""Maybe he will come out of this\nMaybe he won't\nSomehow I'm not too bothered either way\n\nMaybe he will come out of this loving me\nMaybe he will come out of this\nI smell declarations of solitude\nMaybe he will come out of this\n\nVietnam vet comes after the war\nLands in my house\nThis wild lion doesn't fit in this chair\n\nMaybe he will come out of this loving me\nMaybe he won't\nI'm not taming no animal\nMaybe he will come out of this\n\nOnce it was simple\nOne feeling at a time\nIt reached its peak then transformed\nThese abstract complex feelings\nI just don't know how to handle them\nShould I throw oil on one of these moods\nBut which one?\nThe joy peak\nHumor peak\nFrustration peak\nAnything peak\nFor clarity\nMaybe he will come out of this loving me\nMaybe he won't\nI'm not taming no animal\nMaybe he will come out of this\n\nMaybe he will come out of this\nMaybe he won't\nSomehow I'm not too bothered either way\nSomehow I'm not too bothered either way\nI refuse, it's a sign of maturity\nTo be stuck in complexity\nI demand all clarity\n\nMaybe he will come out of this\nOr he will feel solitaire\nSomehow I'm not too bothered\nI'd just like to know42EmbedShare URLCopyEmbedCopy"""
148,It’s Oh So Quiet,Björk,"'Shh, shh\n\nIt\'s oh, so quiet, shh, shh\nIt\'s oh, so still, shh, shh\nYou\'re all alone, shh, shh\nAnd so peaceful until\n\nYou fall in love, zing boom\nThe sky up above, zing boom\nIs caving in, wow bam!\n\nYou\'ve never been so nuts about a guy\nYou wanna laugh, you wanna cry\nYou cross your heart and hope to die\n\nTill it\'s over, and then, shh, shh\nIt\'s nice and quiet, shh, shh\nBut soon again, shh, shh\nStarts another big riot\n\nYou blow a fuse, zing boom\nThe devil cuts loose, zing boom\nSo what\'s the use, wow bam!\nOf falling in love?\nIt\'s oh, so quiet\nIt\'s oh, so still\nYou\'re all alone\nAnd so peaceful until\n\nYou ring the bell, bim bam\nYou shout and you yell, hi ho-ho\nYou broke the spell\n\nGee, this is swell, you almost have a fit\nThis guy is ""gorge"" and I got hit\nThere\'s no mistake, this is it!\n\nTill it\'s over, and then\nIt\'s nice and quiet, shh, shh\nBut soon again, shh, shh\nStarts another big riot\n\nYou blow a fuse, zing boom\nThe devil cuts loose, zing boom\nSo what\'s the use, wow bam!\nOf falling in love?\nThe sky caves in\nThe devil cuts loose\nYou blow, blow, blow\nBlow, blow your fuse, ahh!\nWhen you fall in love\nShh15EmbedShare URLCopyEmbedCopy'"
149,Blissing Me,Björk,"""All of my mouth was kissing him\nNow, into the air, I am missing him\nIs this excess texting a blessing?\nTwo music nerds obsessing\n\nHe reminds me of the love in me\nI'm celebrating on a vibrancy\nSending each other MP3s\nFalling in love to a song\n\nThis handsomest of wickermen\nHe asked if I could wait for him\nNow, how many lightyears this interim\nWhile I fall in love with his songs?\n\nHis hands are good in protecting me\nTouching and caressing me\nBut would it be trespassing\nWanting him to be blissing me\nRobbing him of his youth?\n\nCliffhanger like suspension\nMy longing has formed its own skeleton\nBridging the gap between singletons\nSending each others these songs\nThe interior of these melodies\nIs perhaps where we are meant to be\nOur physical union a fantasy\nI just fell in love with a song\n\nSo, I reserve my own intimacies\nI bundle them up in packages\nMy rawward longing far too visceral\nDid I just fall in love with love?22EmbedShare URLCopyEmbedCopy"""
150,The Gate,Björk,"""My healed chest wound\nTransformed into a gate\nWhere I receive love from\nWhere I give love from\n\nAnd I care for you, care for you\nI care for you, care for you\nCare for you, care for you\nI care for you, care for you\n\nSplit into many parts\nSplattered light beams into prisms\nThat will reunite\n\nIf you care for me, care for me\nIf you care for me, care for me\nCare for me, care for me\nAnd then I'll care for you, care for you\nI care for you, care for you\nI care for you, care for you\nCare for you, care for you\nDidn't used to be so needy\nJust more broken than normal\nProud self-sufficiency\nMy silhouette is oval\nIt is a gate\n\nI can care for you, care for you from\nI can care for you, care for you\nI care for you, care for you\nI care for you, care for you\nI care for you, care for you\nYou care for me, care for me\nCare for you24EmbedShare URLCopyEmbedCopy"""
151,Army of Me,Björk,"""Stand up\nYou've got to manage\nI won't sympathize\nAnymore\n\nAnd if you complain once more\nYou'll meet an army of me\nAnd if you complain once more\nYou'll meet an army of me\n\nYou're alright\nThere's nothing wrong\nSelf-sufficience, please!\nAnd get to work\n\nAnd if you complain once more\nYou'll meet an army of me\nAnd if you complain once more\nYou'll meet an army of me, army of me\n\nYou're on your own now\nWe won't save you\nYour rescue squad\nIs too exhausted\nAnd if you complain once more\nYou'll meet an army of me\nAnd if you complain once more\nYou'll meet an army of me\n\nAnd if you complain once more\nYou'll meet an army of me\nAnd if you complain once more\nYou'll meet an army of me, army of me39EmbedShare URLCopyEmbedCopy"""
152,Unravel,Björk,"""While you are away\nMy heart comes undone\nSlowly unravels\nIn a ball of yarn\n\nThe devil collects it\nWith a grin\nOur love\nIn a ball of yarn\n\nHe'll never return it\nSo, when you come back\nWe'll have to make new love\nHe'll never return it\nSo, when you come back\nWe'll have to make new love\n\nWhile you are away\nMy heart comes undone\nSlowly unravels\nIn a ball of yarn\nThe devil collects it\nWith a grin\nOur love, our love\nIn a ball of yarn\n\nHe'll never return it\nSo, when you come back\nWe'll have to make new love\nHe'll never return it\nSo, when you come back\nWe'll have to make new love\n\nHe'll never return it\nSo, when you come back\nWe'll have to make new love\nHe'll never return it\nSo, when you come back\nWe'll have to make new love19EmbedShare URLCopyEmbedCopy"""
153,All Is Full of Love,Björk,"""You'll be given love\nYou'll be taken care of\nYou'll be given love\nYou have to trust it\n\nMaybe not from the sources\nYou have poured yours\nMaybe not from the directions\nYou are staring at\n\nTwist your head around\nIt's all around you\nAll is full of love\nAll around you\n\nAll is full of love\nYou just ain't receiving\nAll is full of love\nYour phone is off the hook\nAll is full of love\nYour doors are shut\nAll is full of love\nAll is full of love, all is full of love\nAll is full of love, all is full of love\nAll is full of love\nAll is full of love, all is full of love\nAll is full of love\nAll is full of love\nAll is full of love\nAll is full of love28EmbedShare URLCopyEmbedCopy"""
154,Human Behaviour,Björk,"""If you ever get close to a human\nAnd human behaviour\nBe ready, be ready to get confused\nThere's definitely, definitely, definitely no logic\nTo human behaviour\nBut yet so, yet so irresistible\n\nAnd there is no map\n\nThey're terribly, terribly, terribly moody\nOh, human behaviour\nThen all of a sudden turn happy\nBut, oh, to get involved in the exchange\nOf human emotions\nIs ever so, ever so satisfying\n\nAnd there is no map\n\nHuman behaviour, human, human\nHuman behaviour, human, human\nHuman behaviour\nHuman behaviour, human, human\n\nAnd there is no map\nAnd a compass wouldn't help at all\n\nHuman behaviour, human, human\nHuman behaviour, human\nHuman behaviour, human, human\nHuman behaviour, human, human\nThere's definitely, definitely, definitely no logic\nHuman behaviour, human\nHuman behaviour, human\nHuman behaviour, human\n\nThere's definitely, definitely, definitely no logic\nHuman\nHuman\nHuman\nHuman41EmbedShare URLCopyEmbedCopy"""
155,Hunter,Björk,"""If travel is searching\nAnd home what's been found\nI'm not stopping\n\nI'm going hunting\nI'm the hunter\nI'll bring back the goods\nBut I don't know when\n\nI thought I could organise freedom\nHow Scandinavian of me\nYou sussed it out, didn't you?\n\nYou could smell it\nSo you left me on my own\nTo complete the mission\nNow I'm leaving it all behind\n\nI'm going hunting\nI'm the hunter\nI'm the hunter\nI'm going hunting\nI'm the hunter\nI'm the hunter\nI'm the hunter\nI'm the hunter\nI'm the hunter\n(You just didn't know me)\n(You just didn't know me)23EmbedShare URLCopyEmbedCopy"""
156,Cocoon,Björk,"""Who would have known\nThat a boy like him\nWould have entered me lightly\nRestoring my blisses?\nWho would have known\nThat a boy like him\nAfter sharing my core\nWould stay going nowhere?\n\nWho would have known\nA beauty this immense?\nWho would have known\nA saintly trance?\nWho would have known\nMiraculous breath?\nTo inhale a beard\nLoaded with courage\n\nWho would have known\nThat a boy like him\nPossessed of magical\nSensitivity?\nWho would approach a girl like me\nWho caresses, cradles his head\nIn her bosom?\nHe slides inside\nHalf awake, half asleep\nWe faint back\nInto sleephood\nWhen I wake up\nThe second time\nIn his arms, gorgeousness\nHe's still inside me\n\nWho would have known?\nWho, who would have known?\nA train of pearls\nCabin by cabin\nIs shot precisely\nAcross an ocean\n\nFrom a mouth\nFrom a\nFrom the mouth\nOf a girl like me\nTo a boy\nTo a boy\nTo a boy22EmbedShare URLCopyEmbedCopy"""
157,Notget,Björk,"""Once you fell out of love\nOur love couldn't carry you\nAnd I didn't even notice\nFor our love kept me safe from death\n\nYou doubted the light\nAnd the shelter it can give\nFor in love we are immortal\nEternal and safe from death\n\nIf I regret us\nI'm denying my soul to grow\nDon't remove my pain\nIt is my chance to heal\n\nWe carry the same wound\nBut have different cures\nSimilar injuries\nBut opposite remedies\n\nAfter our love ended\nYour arms don't carry me\nWithout love I feel the abyss\nUnderstand your fear of death\nI will not forget\nThis notget\nWill you not regret\nHaving love let go?\n\nAfter our love ended\nYour spirit entered me\nNow we are the guardians\nWe'll keep her safe from death\n\nLove will keep us safe from death\nLove will keep us safe from death\nLove will keep us safe from death\nSafe, safe from...\nLove will keep us safe from death\nLove will keep us safe from death\nLove will keep us safe from death\nLove will keep us safe from death24EmbedShare URLCopyEmbedCopy"""
158,Possibly Maybe,Björk,"""Your flirts, it finds me out\nTeases the crack in me\nSmittens me with hope\n\nPossibly maybe\nPossibly maybe\nPossibly maybe\n\nAs much as I definitely enjoy solitude\nI wouldn't mind perhaps\nSpending little time with you\nSometimes, sometimes\n\nPossibly maybe\nProbably love (Possibly maybe)\nPossibly maybe\nProbably love (Possibly)\n\nUncertainty excites me, baby\nWho knows what's going to happen?\nLottery or car crash\nOr you'll join a cult\nProbably maybe (Possibly maybe)\nPossibly love\nThis is probably maybe (Possibly maybe)\nPossibly love, possibly\n\nMon petit vulcan\nYour eruptions and disasters\nI keep calm\nAdmiring your lava\nI keep calm\n\nPossibly maybe\nProbably love (Possibly)\nPossibly maybe\nProbably love\n\nElectric shocks\nI love them!\nWith you, dozen a day\nBut after a while I wonder\nWhere's that love you promised me? Where is it?\nPossibly maybe\nProbably love (Possibly)\nPossibly, possibly, possibly maybe\nProbably love (Possibly)\n\nHow can you offer me love like that?\nMy heart's burned\nHow can you offer me love like that?\nI'm exhausted, leave me alone\n\nPossibly maybe\nPossibly maybe\nPossibly maybe\n\nSince we broke up\nI'm using lipstick again\nI suck my tongue\nIn remembrance of you\n\nPossibly maybe\nPossibly maybe\nPossibly maybe\nPossibly maybe\nPossibly maybe\nPossibly maybe\nPossibly maybe\nPossibly maybe\nPossibly maybe29EmbedShare URLCopyEmbedCopy"""
159,Arisen My Senses,Björk,"""Just that kiss\nWas all there is\nEvery cell in my body\nLined up for you\nLegs a little open\nOnce again\nAwaken my senses\nHead topless\nArisen my senses\nJust that kiss\nWas all there is\nMy palms pulsating of\nThe things I want to do to you\nJust that kiss\nIs all there is\nWeaving a mixtape\nWith every crossfade\nFor him a he\nIs WWW\nFor him a he\nIs WWW\nOnce again\nWeaving a mixtape\nWith every song\nFor who I am\nFor, for, with love\nWith love\nAwaken my senses\nJust that kiss\nOnce again\nWas all there is\nJust that kiss\nOnce again\nArisen my senses\nWas all there is\nOnce again\nJust that kiss\nArisen my senses\nWas all there is\nFor him a he\nOnce again I'm made to merge\nWith him, for him a he\nI'm made to merge\nWith him, for him a he\nAm I keen, or keen, or not keen?\nFor him a he\nToo keen, too seen, to be seen\nAm I keen, or keen, or not keen?\nOnce again I'm made to merge\nWith him, by him, he sees me for who I\nAm I keen, or keen, or not keen?\nTo be seen or not seen\nWith him a he\nAm I keen, or keen, or not keen?\nWith him, him, he sees me for who I am18EmbedShare URLCopyEmbedCopy"""
